shoe_name,url,brand,review_date,price,total_score,audience_score,user_rating,expert_rating,ranking,popularity,ranking_percentile,popularity_percentile,pros,cons,awards,rr_verdict,num_pros,num_cons,num_awards,user_review_count,expert_review_count,terrain,arch,arch_support,use,pace,season,shoe_weight_g,toe_drop_mm,foot_height_mm,heel_stack_lab,heel_lab,forefoot_lab,midsole_softness,difference_in_midsole_softness_in_cold,stiffness,difference_in_stiffness_in_cold,torsional_rigidity,heel_counter_stiffness,toebox_durability,heel_padding_durability,outsole_durability,breathability,lightweight,plate,rocker,waterproofing,size,width_fit,toebox_width,widths_available,orthotic_friendly,for_heavy_runners,drop_mm,drop_lab,weight_lab,strike_pattern,trail_terrain,lug_depth,has_carbon_plate,removable_insole,toe_drop,foot_height,shoe_weight
Mizuno Wave Rebellion,https://runrepeat.com/mizuno-wave-rebellion,Mizuno,2023-07-25,180.0,87.0,87.0,87.0,85.0,161.0,231.0,Top 50%,Bottom 28%,"['Unique geometry', ' Exceptionally lightweight', ' Responsive midsole', ' Versatile for both tempo pace and long runs', ' Superior heel lock', ' Remarkable stability', ' Spacious toebox']","['Potentially overpriced at $180', ' Lacks outsole durability', ' Thin oversized tongue']",['Top pick in best Mizuno running shoes'],"The Mizuno Wave Rebellion breaks away from convention with a prominent heel cutout exposing its fiberglass Wave Plate. This lightweight, all-pace, high-stability shoe not only looks good to us, but also provides ample cushioning for those long runs. Yet, concerns about durability emerged in our lab, particularly given its near $200 price tag.",7,3,1,3194.0,15.0,Road,Neutral,Neutral,[''],['Tempo'],All seasons,259.0,8.0,28.0,,"36.4 mm, 36.0 mm","28.7 mm, 28.0 mm",Balanced,Normal,Moderate,Small,Stiff,Stiff,Decent,Decent,Bad,Moderate,✓,,✓,,True to size,Medium,Medium,Normal,✓,,7.85,"7.7 mm, 8.0 mm","8.7 oz / 247g, 9.1 oz / 259g",Mid/forefoot,,,False,✓,8 mm,28 mm,Men: 9.1 oz / 259g | Women: 7.2 oz / 205g
Mizuno Wave Rebellion Flash 2,https://runrepeat.com/mizuno-wave-rebellion-flash-2,Mizuno,2025-03-01,170.0,90.0,90.0,92.0,86.0,59.0,247.0,Top 19%,Bottom 23%,"['Unique rockered geometry delivers a fun ride', ' Fantastic choice for midfoot strikers', ' Fiberglass plate balances flex and propulsion', ' Good fit for most feet', ' High-stack forefoot for cushioned landings', ' Reflective details enhance safety at night', ' Excellent for tempo runs', ' Can handle workouts and daily runs alike']","['Absolutely not for heel strikers', ' Non-removable insole', ' Upper durability concerns', "" Enerzy foam lacks bouncy and it's too firm""]","['Top 21% in road running shoes', ' Top 24% in long distance running shoes']","With its radical heel bevel and exaggerated rocker, the Mizuno Wave Rebellion Flash 2 offers a thrilling, forward-rolling sensation that caters to midfoot strikers but feels awkward for heel-first runners. In our tests, the midsole delivered a moderately energetic ride, though it lacked the responsiveness and stability of other supertrainers. That said, the G3 Rubber outsole stood out with its excellent grip, making it a strong and reasonably-priced option for those who embrace its unconventional design.",8,4,2,2030.0,7.0,Road,Neutral,Neutral,[''],['Tempo'],All seasons,243.0,0.5,34.5,,"35.2 mm, 35.0 mm","32.3 mm, 34.5 mm",Soft,Normal,Moderate,Small,Stiff,Moderate,Decent,Bad,Good,Moderate,✓,,✓,,True to size,Medium,Medium,Normal,✗,,1.7,"2.9 mm, 0.5 mm","8.4 oz / 239g, 8.6 oz / 243g",Mid/forefoot,,,False,✗,0.5 mm,34.5 mm,Men: 8.6 oz / 243g | Women: 7.5 oz / 212g
Mizuno Wave Rebellion Pro,https://runrepeat.com/mizuno-wave-rebellion-pro,Mizuno,2023-11-03,250.0,90.0,90.0,92.0,86.0,90.0,353.0,Top 17%,Bottom 36%,"['Exceptionally extreme in every aspect', ' Incredibly enjoyable and fun ride', ' Ideal for midfoot strikers', ' Abundant race-day legal cushioning', ' Outsole provides excellent grip', ' even in wet conditions', ' Less stiff compared to other racing shoes', ' Cozy and decently wide upper']","['Might feel really weird at first', ' Definitely not suitable for heel strikers', ' Subpar durability']","['Top 18% in road running shoes', ' Top 21% in long distance running shoes']","The Mizuno Wave Rebellion Pro stands alone with its unique, aggressive geometry, perfect for midfoot strikers but unsuitable for the rest. The crazy stack height and wild midsole cutouts render it an excellent marathon racer, but it's not a good shoe for those with stability issues. If it aligns with your running style and your upcoming race isn't filled with tight corners, we found this one-of-a-kind shoe takes the crown for the most cushioned option in the market.",8,3,2,2215.0,14.0,Road,Neutral,Neutral,[''],['Competition'],All seasons,218.0,4.5,34.5,,"38.2 mm, 39.0 mm","33.3 mm, 34.5 mm",Firm,Small,Stiff,Normal,Stiff,Flexible,Bad,Decent,Bad,Moderate,✓,Carbon plate,✓,,Half size small,Narrow,Medium,Normal,✓,,4.7,"4.9 mm, 4.5 mm","7.5 oz / 214g, 7.7 oz / 218g",Mid/forefoot,,,True,✓,4.5 mm,34.5 mm,7.7 oz / 218g
Mizuno Wave Rebellion Pro 2,https://runrepeat.com/mizuno-wave-rebellion-pro-2,Mizuno,2024-03-26,250.0,90.0,90.0,92.0,86.0,60.0,169.0,Top 19%,Bottom 47%,"['Truly unique', ' Significant improvements from v1', ' Complies with World Athletics regulations', ' Ideal for midfoot strikers', ' Enhances forward momentum', ' Dependable\ufeff traction', ' Reduced weight', ' Ultra-fun running experience']","['Energy return', ' Stability issues', ' Not suited for rearfoot or forefoot strikers']","['Top pick in best Running shoes for knee pain', ' Top pick in best Mizuno running shoes', ' Top 21% in road running shoes', ' Top 25% in long distance running shoes']","The Mizuno Wave Rebellion Pro 2, both in looks and entertainment, is a unique shoe in the market, and it boasts wonderful enhancements from the previous model. Although it didn't completely live up to our supershoe performance benchmarks, it excels in providing midfoot strikers with remarkable forward momentum. For those seeking a running shoe that captures attention and delivers a one-of-a-kind, enjoyable experience, we think there's no match for this model.",8,3,4,2093.0,18.0,Road,Neutral,Neutral,['Treadmill'],['Competition'],All seasons,215.0,2.5,36.5,,"37.9 mm, 38.0 mm","35.8 mm, 36.5 mm",Soft,Small,Stiff,Normal,Stiff,Flexible,Bad,Good,Bad,Moderate,✓,Carbon plate,✓,,True to size,Narrow,Medium,Normal,✓,,2.3,"2.1 mm, 2.5 mm","7.4 oz / 209g, 7.6 oz / 215g",Mid/forefoot,,,True,✓,2.5 mm,36.5 mm,Men: 7.6 oz / 215g | Women: 6.3 oz / 178g
Mizuno Wave Rider 25,https://runrepeat.com/mizuno-wave-rider-25,Mizuno,2021-08-05,135.0,90.0,90.0,90.0,89.0,118.0,436.0,Top 22%,Bottom 21%,"['Lightweight', ' Comfortable', ' Breathable', ' Stable for pronators', ' Grippy', ' Durable']","['Too much drop', ' Tall heel', ' Heel slip']","['Top 24% in road running shoes', ' Top 26% in long distance running shoes']","I am fond of using the Wave Rider 25 because it is a daily trainer that is flexible, comfortable, and perfect for heel strikers out there who need a ton of foam in the heel to softly dampen the impact. I find the shoe breathable, and light on the environment with its recycled mesh upper. It’s a great entry point into running shoes for the beginner runner but ultimately falls short for those looking for something a bit more high-performance.",6,3,2,24582.0,13.0,Road,Neutral,Neutral,"['Jogging ', ' Walking ', ' All-day wear ', ' For beginners']",['Daily running'],-,277.0,12.0,24.0,,"38.4 mm, 36.0 mm","26.1 mm, 24.0 mm",-,-,Moderate,Normal,Moderate,Stiff,-,-,-,-,,,,,Slightly small,Medium,-,"Normal, Wide",✓,,12.15,"12.3 mm, 12.0 mm","9.5 oz / 269g, 9.8 oz / 277g",Heel,,,False,✓,12 mm,24 mm,Men: 9.8 oz / 277g | Women: 7.9 oz / 224g
Mizuno Wave Rider 26,https://runrepeat.com/mizuno-wave-rider-26,Mizuno,2022-11-23,140.0,87.0,87.0,90.0,82.0,270.0,371.0,Top 49%,Bottom 33%,"['Comfortable and breathable upper', ' Cushioned ride', ' especially for heel strikers', ' Lightweight', ' Good lockdown', ' Great traction on most surfaces', ' Durable', ' Dependable daily trainer', ' Classy and conservative design', ' Eco-friendly']","['Tight around toes', ' Sky-high heel drop', ' Needs some breaking in', ' Not for fast paces']",[''],"Traditional must be the best way we can describe the Mizuno Wave Rider 26 in a word. It’s a straightforward, no-frills trainer that does its job and does it well. Although not everyone can be a fan of its 12-mm heel drop, we think that its comfortable, well-cushioned, smooth, and durable build will find its audience.",10,4,1,10237.0,14.0,Road,Neutral,Neutral,"['Jogging ', ' Treadmill ', ' Walking ', ' All-day wear ', ' For beginners']",['Daily running'],All seasons,283.0,12.0,26.5,,"39.2 mm, 38.5 mm","27.4 mm, 26.5 mm",Soft,Small,Moderate,Normal,Moderate,Stiff,-,-,-,Moderate,,,,,True to size,Medium,-,"Normal, Wide",✓,,11.9,"11.8 mm, 12.0 mm","10.3 oz / 291g, 10 oz / 283g",Heel,,,False,✓,12 mm,26.5 mm,10 oz / 283g
Mizuno Wave Rider 27,https://runrepeat.com/mizuno-wave-rider-27,Mizuno,2023-10-26,140.0,91.0,91.0,92.0,89.0,37.0,259.0,Top 7%,Top 47%,"['Exceptionally reliable', ' Ideal for heel strikers', ' Plush cushioning for extended runs', ' Highly durable outsole', ' Reasonably priced at $140', ' Performs well in all weather conditions', ' Versatile across a range of speeds']","['A bit on the heavier side', ' 13.2-mm drop may be a drawback for forefoot strikers']","['Top pick in best Mizuno running shoes (2024)', ' Top 8% in road running shoes', ' Top 19% in Mizuno running shoes']","The 27th edition of the Mizuno Wave Rider is back one more year in our lab, aiming to wow both its longtime fans like us and newcomers to the series. Its improved cushioning, responsiveness, and built-to-last outsole make it once again a dream for heel strikers. However, while it offers top-notch quality at a fair price, in our opinion, those who are forefoot strikers or are in search of an ultra-lightweight daily trainer might not find it to their liking.",7,2,3,4715.0,9.0,Road,Neutral,Neutral,"['Jogging ', ' Treadmill ', ' Walking ', ' All-day wear ', ' For beginners']",['Daily running'],All seasons,280.0,12.0,26.5,,"38.3 mm, 38.5 mm","25.1 mm, 26.5 mm",Balanced,Small,Flexible,Normal,Moderate,Stiff,Decent,Good,Good,Moderate,,,,,True to size,Medium,Medium,"Normal, Wide",✓,,12.6,"13.2 mm, 12.0 mm","9.8 oz / 279g, 9.9 oz / 280g",Heel,,,False,✓,12 mm,26.5 mm,9.9 oz / 280g
Mizuno Wave Rider 28,https://runrepeat.com/mizuno-wave-rider-28,Mizuno,2025-03-14,140.0,91.0,91.0,92.0,90.0,20.0,128.0,Top 7%,Top 40%,"['Enerzy NXT foam in the heel', ' Versatile for daily miles', ' Secure lockdown', ' Stability-focused Wave plate', ' Nice room for toe splay', ' Amazing for high-volume feet', ' Ideal for heel strikers', ' Great for dirt roads']","['Sky-high drop', ' Outsole durability could be better', ' Lacks the energetic pop of some rivals', ' Narrow heel']","['Top pick in best Mizuno running shoes', ' Top 8% in road running shoes', ' Top 23% in Mizuno running shoes']","The Wave Rider 28 sticks to its well-established identity while introducing subtle refinements. We found that Mizuno added a small dose of Enerzy NXT foam in the heel, slightly improving cushioning without drastically altering the ride. The fit remains consistent with past versions but now provides a bit more room up front. However, the shoe still feels somewhat firm underfoot and features one of the steepest drops we’ve measured, making it far from ideal for midfoot and forefoot strikers.",8,4,3,2251.0,8.0,Road,Neutral,Neutral,"['Jogging ', ' Treadmill ', ' Walking ', ' All-day wear ', ' For beginners']",['Daily running'],All seasons,269.0,12.0,29.0,,"39.3 mm, 41.0 mm","24.6 mm, 29.0 mm",Balanced,Small,Moderate,Small,Stiff,Moderate,Decent,Good,Decent,Moderate,,,✗,,Half size small,Medium,Wide,"Normal, Wide",✓,,13.35,"14.7 mm, 12.0 mm","9.7 oz / 276g, 9.5 oz / 269g",Heel,,,False,✓,12 mm,29 mm,Men: 9.5 oz / 269g | Women: 8 oz / 227g
Mizuno Wave Sky 7,https://runrepeat.com/mizuno-wave-sky-7,Mizuno,2024-01-26,170.0,88.0,88.0,91.0,89.0,256.0,439.0,Top 46%,Bottom 21%,"['Great cushioning for long runs', ' Fantastic outsole quality', ' World-class durability', ' Comfortable for all-day use', ' Well-ventilated upper', ' Outstanding stability', ' Ideal for heel strikers', ' Stable despite high stack']","['Too heavy', ' Limited energy return', ' Clunky at fast paces']","['Top pick in best running shoes for heavy men (2024)', ' Top pick in best Mizuno running shoes (2024)']","The Mizuno Wave Sky 7 marks a significant leap in its series, emerging as the best update yet. In our extensive lab testing, we found it's now a super-cushioned neutral shoe that delivers a stable ride coupled with extraordinary durability, making it a fantastic choice for devouring miles all year round. Finally, the $170 price point of the Wave Sky 7 certainly positions it in the higher echelon of running shoes, but we firmly believe that its superb durability makes it a worthwhile investment.",8,3,2,2624.0,3.0,Road,Neutral,Neutral,"['Jogging ', ' Treadmill ', ' Walking ', ' All-day wear']",['Daily running'],All seasons,303.0,8.0,32.0,,"40.9 mm, 40.0 mm","30.0 mm, 32.0 mm",Balanced,Small,Moderate,Normal,Stiff,Moderate,Good,Good,Good,Moderate,,,✗,,True to size,Medium,Medium,"Normal, Wide",✓,,9.45,"10.9 mm, 8.0 mm","10.4 oz / 296g, 10.7 oz / 303g",Heel,,,False,✓,8 mm,32 mm,Men: 10.7 oz / 303g | Women: 9.4 oz / 267g
Mizuno Wave Sky 8,https://runrepeat.com/mizuno-wave-sky-8,Mizuno,2024-09-17,170.0,91.0,91.0,92.0,88.0,25.0,214.0,Top 8%,Bottom 33%,"['Reduced weight from v7', ' Softer', ' responsive midsole', ' All-around comfort', ' Ideal for long-distance runs', ' Perfect for heel strikers', ' Maximalist yet lightweight design', ' High-quality upper', ' Great for winter']","['Needs better breathability', ' Not very stable', ' Fast-wearing outsole', ' Price may deter some']","['Top pick in best Mizuno running shoes', ' Top 10% in road running shoes', ' Top 11% in long distance running shoes']","Mizuno enjoys standing out with unique designs, and the Wave Sky 8 follows that trend. We were struck by its unique bubble-like midsole design, now enhanced with a new foam that keeps it light yet bouncy. With a stack height of over 40 mm, it’s built for endurance but we've noted some concerns about stability and breathability in the upper. Nevertheless, it's a good option in the premium daily trainer category and marks a significant upgrade from its predecessor.",9,4,3,1990.0,6.0,Road,Neutral,Neutral,"['Jogging ', ' Walking ', ' All-day wear']",['Daily running'],All seasons,277.0,8.0,34.0,,"40.7 mm, 42.0 mm","30.7 mm, 34.0 mm",Soft,Normal,Moderate,Normal,Moderate,Moderate,Good,Good,Bad,Moderate,,,✗,,True to size,Medium,Medium,"Normal, Wide",✓,,9.0,"10.0 mm, 8.0 mm","9.6 oz / 271g, 9.8 oz / 277g","Heel, Mid/forefoot",,,False,✓,8 mm,34 mm,Men: 9.8 oz / 277g | Women: 8.1 oz / 229g
New Balance 510 v6,https://runrepeat.com/new-balance-510-v-6,New Balance,2024-03-11,90.0,74.0,74.0,82.0,,316.0,277.0,Bottom 2%,Bottom 14%,"['Works well as a road-to-trail shoe', ' Easy on the wallet', ' Great for trail novices', ' Good impact protection', ' Well-padded and cushy upper', ' Solid traction on and off-road', ' Breathable and protective toebox', ' Strong arch-support']","['Not for technical trails', ' No rock plate', ' Midsole feels rather dull']",[''],"The New Balance 510 v6 is a versatile runner that takes us seamlessly from road to trail. Offroading novices will do well with the shoe's subtle yet grippy lugs that feel quite natural underfoot almost immediately. What's more, it has a well-cushioned and smooth ride that is neither too soft nor bouncy; making it great for when we traverse uneven surfaces. The generous padding and arch support also mean that we were never in a rush to take the shoe off at the end of a testing session. While it may not be very well-suited for rocky or technical trails, we can't really ask more from a shoe that already does so much at the 510 v6's sub-$100 price tag.",8,3,1,4475.0,,Trail,Neutral,Neutral,[''],,All seasons,326.0,,,33.8 mm,,25.6 mm,Balanced,Small,Moderate,Small,Moderate,Moderate,Decent,Bad,Good,Moderate,,,,,True to size,Narrow,Medium,"Normal, Wide, X-Wide",✓,,8.2,8.2 mm,"11 oz / 312g, 11.5 oz / 326g","Heel, Mid/forefoot",Light,2.9 mm,False,✓,,,11.5 oz / 326g
New Balance DynaSoft Nitrel v5,https://runrepeat.com/new-balance-dynasoft-nitrel-v5,New Balance,2024-02-11,75.0,78.0,78.0,86.0,,526.0,395.0,Bottom 5%,Bottom 29%,"['Unbeatable price', ' Handles roads and light trails', ' Comfortable for daily runs', ' Suitable for various distances', ' Surprisingly lightweight', ' Offers good stability', ' Breathable upper']","['Poor upper durability', ' Limited energy return', ' Weak traction on wet surfaces']",['Top pick in best New Balance trail running shoes (2024)'],"The New Balance DynaSoft Nitrel v5 delivers budget-friendly versatility for both roads and easy trails. While its upper durability leaves something to be desired, we think it's a surprisingly strong pick for runners seeking maximum value and a hybrid, do-it-all shoe. And if you often travel and space is limited, the Nitrel v5 is a fantastic option that won't let you down!",7,3,1,14295.0,,Trail,Neutral,Neutral,['Hiking'],,All seasons,292.0,6.0,23.0,"29.8 mm, 29.0 mm",,"23.1 mm, 23.0 mm",Balanced,Normal,Moderate,Small,Moderate,Flexible,Very bad,Bad,Good,Moderate,,,,,Slightly small,Narrow,Wide,"Normal, Wide, X-Wide",✓,,6.35,"6.7 mm, 6.0 mm","9.8 oz / 279g, 10.3 oz / 292g",Mid/forefoot,Light,2.9 mm,False,✓,6 mm,23 mm,Men: 10.3 oz / 292g | Women: 8.3 oz / 234g
New Balance DynaSoft Nitrel v6,https://runrepeat.com/new-balance-dynasoft-nitrel-v6,New Balance,2024-09-19,75.0,75.0,75.0,84.0,,314.0,172.0,Bottom 3%,Bottom 46%,"['Comfortable for all-day wear', ' Superbly stable', ' Good as one-travel shoe', ' Exceptional value', ' Enhanced durability', ' Great for hiking and walking', ' Breathability', ' Natural', ' low-to-the-ground experience']","['Non-gusseted tongue', ' Lacks cushioning', ' Not for heel strikers', ' Weight increase']",[''],"In our view, the New Balance DynaSoft Nitrel v6 remains a solid budget-friendly trail contender, albeit with mixed updates. Its minimal cushioning and low offset pose challenges for heavier runners and heel strikers, yet we were impressed by the enhanced stability and the upper's improved ventilation. Nonetheless, for midfoot or forefoot strikers looking for a pocket-friendly, door-to-trail shoe, we think this model really shines through its limitations.",9,4,1,1104.0,,Trail,Neutral,Neutral,['Hiking'],,All seasons,285.0,6.0,21.0,"22.7 mm, 27.0 mm",,"20.2 mm, 21.0 mm",Balanced,Small,Flexible,Normal,Flexible,Moderate,Decent,Decent,Good,Moderate,,✗,,,True to size,Medium,Medium,"Normal, Wide, X-Wide",✓,,4.25,"2.5 mm, 6.0 mm","10.3 oz / 291g, 10.1 oz / 285g",Mid/forefoot,Light,2.7 mm,False,✓,6 mm,21 mm,Men: 10.1 oz / 285g | Women: 8.1 oz / 230g
